,House,Set,Rarity,Type,Score,E,A,C,F,D,B,BigA,Clear,HardR,KC,Weight,Tokens,2,3,4,5,,2 Net,x̅,3 Net,x̅,4 Net,x̅,5 Net,x̅
Ultra Gravitron Bottom,Logos,MM,R,Creature,4,,,1,1,,1,,,,,1.00,,1,2,2,2,,9,4.5,15,5.0,21,5.25,27,5.4
Ultra Gravitron Top,Logos,MM,R,Creature,0,,,,,,,,,,,0.00,,1,2,2,2,,1,0.5,3,1.0,5,1.25,7,1.4
It's Coming,Logos,MM,R,Creature,2,1,,,1,,,,,,,0.50,,1,2,2,2,,5,2.5,9,3.0,13,3.25,17,3.4
Monument to Ludo,Saurian,MM,C,Artifact,3,,1,,,,,,,,,3.00,,0,-1,-2,-3,,6,3,8,2.7,9,2.25,9,1.8
Monument to Faust,Saurian,MM,C,Artifact,2,,1,,,,,,,,,2.00,,-1,-2,-3,-4,,3,1.5,3,1.0,2,0.5,0,0
Monument to Octavia,Saurian,MM,C,Artifact,2,,1,,,,,,,,,2.00,,-1,-2,-3,-4,,3,1.5,3,1.0,2,0.5,0,0
Monument to Primus,Saurian,MM,C,Artifact,2,,1,,,,,,,,,2.00,,-1,-2,-3,-4,,3,1.5,3,1.0,2,0.5,0,0
Monument to Shrix,Saurian,MM,C,Artifact,4,1,1,,,,,,,,,4.00,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Scylla,Saurian,MM,R,Creature,4,,,,,1,1,,,,,1.00,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Charybdis,Saurian,MM,R,Creature,4,,,,,1,1,,,,,1.00,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Deusillus Top,Saurian,MM,R,Creature,2,,1,1,1,,1,,,,,0.50,,1,2,2,2,,5,2.5,9,3.0,13,3.25,17,3.4
Deusillus Bottom,Saurian,MM,R,Creature,0,,,,,,,,,,,0.00,,1,2,2,2,,1,0.5,3,1.0,5,1.25,7,1.4
Z-Force Agent 14,StarAlliance,MM,R,Creature,4,1,,,,,1,,,,,1.00,,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Z-Particle Tracker,StarAlliance,MM,R,Creature,3,1,,,1,,,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Z-Ray Blaster,StarAlliance,MM,R,Creature,3,1,,1,,,,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Z-Wave Emitter,StarAlliance,MM,R,Creature,2,1,,,,,,,,,,0.50,,1,1,1,1,,5,2.5,8,2.7,11,2.75,14,2.8
Dark Harbinger,Untamed,MM,U,Creature,4,1,,,,,1,,,,,2.00,,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Mutation of Cunning,Untamed,MM,U,Creature,1,1,,,,,,,,,,0.50,,-1,-2,-3,-4,,1,0.5,0,0.0,-2,-0.5,-5,-1
Mutation of Fury,Untamed,MM,U,Creature,1,1,,1,,,,,,,,0.50,,-1,-2,-3,-4,,1,0.5,0,0.0,-2,-0.5,-5,-1
Mutation of Instinct,Untamed,MM,U,Creature,1,1,,,,,,,,,,0.50,,-1,-2,-3,-4,,1,0.5,0,0.0,-2,-0.5,-5,-1
Niffle Kong Top,Untamed,MM,R,Creature,2,1,1,1,1,,1,,,1,,0.50,,1,1,1,1,,5,2.5,8,2.7,11,2.75,14,2.8
Niffle Kong Bottom,Untamed,MM,R,Creature,0,,,,,,,,,1,,0.00,,1,1,1,1,,1,0.5,2,0.7,3,0.75,4,0.8
Dr. Verokter,Logos,DT,R,Creature,4,1,,,,,,,,,,1.00,,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Rooftop Laboratory,Logos,DT,R,Creature,6,1,,,,,,,,,,1.50,,1,1,1,1,,13,6.5,20,6.7,27,6.75,34,6.8
Reckless Experimentation,Logos,DT,R,Creature,4,1,,,1,,,,,,,1.00,,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Groundbreaking Discovery,Logos,DT,R,Creature,6,1,,1,,,,1,1,1,,1.50,,1,1,1,1,,13,6.5,20,6.7,27,6.75,34,6.8
"Orphiel, Sea's Chosen",Sanctum,DT,U,Creature,2,1,,,,,,,,,,1.00,,0,0,0,0,,4,2,6,2.0,8,2,10,2
"Orphion, Land's Chosen",Sanctum,DT,U,Creature,2,,1,,,,,,,,,1.00,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Com. Officer Hings,StarAlliance,DT,R,Creature,6,,,,1,,,,,,,1.50,,1,2,2,2,,13,6.5,21,7.0,29,7.25,37,7.4
Com. Officer Gross,StarAlliance,DT,R,Creature,3,,,,,,,,,,,0.75,,1,2,2,2,,7,3.5,12,4.0,17,4.25,22,4.4
Omnipus,Fish,DT,R,Creature,4,1,,1,1,,,,,,,1.00,,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Tentaclid,Fish,DT,R,Creature,1,,,1,,,,,,,,0.25,,0,-1,-2,-3,,2,1,2,0.7,1,0.25,-1,-0.2
Chenille,Untamed,DT,R,Creature,0,,,,,,,,,,,0.00,,1,2,2,2,,1,0.5,3,1.0,5,1.25,7,1.4
Bombyx,Untamed,DT,R,Creature,1,1,,,,,,,,,,0.25,,1,2,2,2,,3,1.5,6,2.0,9,2.25,12,2.4
Fifalde,Untamed,DT,R,Creature,2,1,,,,,,,,,,0.50,,1,2,2,2,,5,2.5,9,3.0,13,3.25,17,3.4
Conductor Jarroya,Ekwidon,WOE,R,Creature,3,,,,,,1,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Shigziso Buggy,Ekwidon,WOE,R,Creature,3,1,,,,,,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Shisnyasi Buggy,Ekwidon,WOE,R,Creature,3,,,,1,,,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Shizyoku Buggy,Ekwidon,WOE,R,Creature,4,,,,1,,,,,,,1.00,1,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Nautilixian,Mars,WOE,R,Creature,0,,,,,,,,,,,0.00,,0,0,0,0,,0,0,0,0.0,0,0,0,0
Green Aeronaut,Mars,WOE,R,Creature,0,,,,,,,,,,,0.00,,0,0,0,0,,0,0,0,0.0,0,0,0,0
Purple Aeronaut,Mars,WOE,R,Creature,0,,,,,,,,,,,0.00,,0,0,0,0,,0,0,0,0.0,0,0,0,0
Red Aeronaut,Mars,WOE,R,Creature,0,,,,,,,,,,,0.00,,0,0,0,0,,0,0,0,0.0,0,0,0,0
White Aeronaut,Mars,WOE,R,Creature,0,,,,,,,,,,,0.00,,0,0,0,0,,0,0,0,0.0,0,0,0,0
Flounderight,Fish,WOE,U,Creature,2,,,1,,,,,,,,1,,-1,-2,-3,-3,,3,1.5,3,1.0,2,0.5,1,0.2
Aristotlmimus,Saurian,WOE,R,Creature,4,,,,1,,1,,,,,1,,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Socraterosaurus,Saurian,WOE,R,Creature,2,,,,1,,1,,,,,0.5,,1,1,1,1,,5,2.5,8,2.7,11,2.75,14,2.8
Platopelta,Saurian,WOE,R,Creature,3,,,,1,,1,,,,,0.75,,1,1,1,1,,7,3.5,11,3.7,15,3.75,19,3.8
Bronze Key Imp,Dis,AOA,R,Creature,2,,1,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2.0,8,2,10,2
Silver Key Imp,Dis,AOA,R,Creature,4,,1,,,,,,,,,1,,0,0,0,0,,8,4,12,4.0,16,4,20,4
Gold Key Imp,Dis,AOA,R,Creature,3,,1,,,,,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Primordial Vault,Fish,WOE,R,Creature,4,,,,1,,,,,,,1,1,1,2,2,2,,9,4.5,15,5.0,21,5.25,27,5.4
Tangaika,Fish,WOE,R,Creature,2,1,,1,,,1,,,,,0.5,1,1,2,2,2,,5,2.5,9,3.0,13,3.25,17,3.4
Dark Discovery,Fish,DT,R,Action,4,1,,,,,,,,,1,1,,1,1,1,1,,9,4.5,14,4.7,19,4.75,24,4.8
Dive Deep,Fish,DT,R,Action,2,,,1,,,,,,,,0.5,,1,1,1,1,,5,2.5,8,2.7,11,2.75,14,2.8
Drawn Down,Fish,DT,R,Action,1,,,,,,,,,,,0.25,,1,1,1,1,,3,1.5,5,1.7,7,1.75,9,1.8
,Brobnar,VM,,,,14,6,22,3,1,25,2,2,1,1,85.5,,,,,,,,,,,,,,
Autocannon,Brobnar,VM,R,Artifact,2,,,1,,,,,,,,0.5,,-1,-2,-2,-2,,3,1.5,3,1,3,0.75,3,0.6
Banner of Battle,Brobnar,VM,R,Artifact,4,,,,,,1,,,,,1,,1,2,2,2,,9,4.5,15,5,21,5.25,27,5.4
Barehanded,Brobnar,VM,R,Action,3,1,,,,1,,,,,,0.75,,-1,-3,-3,-3,,5,2.5,5,1.666666667,5,1.25,5,1
Bellowing Patrizate,Brobnar,VM,R,Creature,2,,,1,,,1,,,,,0.5,,1,1,1,1,,5,2.5,8,2.666666667,11,2.75,14,2.8
Brothers in Battle,Brobnar,VM,R,Action,2,1,,1,,,,,,,,0.5,,-1,-1,-1,-1,,3,1.5,4,1.333333333,5,1.25,6,1.2
Champion's Challenge,Brobnar,VM,R,Action,5,,,1,,,,,1,,,1.25,,-1,-4,-4,-4,,9,4.5,10,3.333333333,11,2.75,12,2.4
Forgemaster Og,Brobnar,VM,R,Creature,3,,,,,,1,1,,,,0.75,,0,-1,-1,-1,,6,3,8,2.666666667,10,2.5,12,2.4
Grumpus Tamer,Brobnar,VM,R,Creature,1,,,,,,1,,,,,0.25,,-2,-4,-4,-4,,0,0,-3,-1,-6,-1.5,-9,-1.8
Hallafest,Brobnar,VM,R,Action,6,,,,1,,,,,,,1.5,,1,1,1,1,,13,6.5,20,6.666666667,27,6.75,34,6.8
Harmal Atoon,Brobnar,VM,R,Creature,4,,,,1,,1,,,,,1,,2,2,2,2,,10,5,16,5.333333333,22,5.5,28,5.6
Iron Obelisk,Brobnar,VM,R,Artifact,3,,1,,,,,,,,,0.75,,-1,-2,-2,-2,,5,2.5,6,2,7,1.75,8,1.6
Kaloch Stonefather,Brobnar,VM,R,Creature,2,,,1,,,1,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Kretchee,Brobnar,VM,R,Creature,3,,,,,,,,,,,0.75,,0,0,0,0,,6,3,9,3,12,3,15,3
Might Makes Right,Brobnar,VM,R,Action,4,1,,,,,,,,,1,1,,-1,-4,-4,-4,,7,3.5,7,2.333333333,7,1.75,7,1.4
Mugwump,Brobnar,VM,R,Creature,4,,,,,,1,,,,,1,,0,0,0,0,,8,4,12,4,16,4,20,4
Pile of Skulls,Brobnar,VM,R,Artifact,2,,1,,,,,,,,,0.5,,0,-1,-1,-1,,4,2,5,1.666666667,6,1.5,7,1.4
Rock-Hurling Giant,Brobnar,VM,R,Creature,5,,,1,,,1,,,,,1.25,,0,0,0,0,,10,5,15,5,20,5,25,5
The Big One,Brobnar,VM,R,Artifact,2,,,1,,,,,1,1,,0.5,,-2,-3,-3,-3,,2,1,1,0.3333333333,0,0,-1,-0.2
War Grumpus,Brobnar,VM,R,Creature,1,,,,,,,,,,,0.25,,-2,-2,-2,-2,,0,0,-1,-0.3333333333,-2,-0.5,-3,-0.6
Yo Mama Mastery,Brobnar,VM,R,Upgrade,2,1,,,,,,,,,,0.5,,0,-1,-1,-1,,4,2,5,1.666666667,6,1.5,7,1.4
Broken Axe Outpost,Brobnar,VM,U,Artifact,3,1,,1,,,,,,,,1.5,,0,-1,-2,-2,,6,3,8,2.666666667,9,2.25,10,2
Cannon,Brobnar,VM,U,Artifact,2,,,1,,,,,,,,1,,0,-1,-2,-2,,4,2,5,1.666666667,5,1.25,5,1
Crim Torchtooth,Brobnar,VM,U,Creature,3,,,1,,,1,,,,,1.5,,0,0,0,0,,6,3,9,3,12,3,15,3
Culf the Quiet,Brobnar,VM,U,Creature,2,,,,,,1,,,,,1,,0,0,-1,-1,,4,2,6,2,7,1.75,8,1.6
Follow the Leader,Brobnar,VM,U,Action,1,,,1,,,,,,,,0.5,,-1,-2,-3,-3,,1,0.5,0,0,-2,-0.5,-4,-0.8
Fyre-Breath,Brobnar,VM,U,Upgrade,2,1,,1,,,,,,,,1,,0,-1,-2,-2,,4,2,5,1.666666667,5,1.25,5,1
Ged Hammer,Brobnar,VM,U,Creature,3,,,,,,1,,,,,1.5,,0,0,0,0,,6,3,9,3,12,3,15,3
Gravelguts,Brobnar,VM,U,Creature,2,,,,,,1,,,,,1,,0,-1,-1,-1,,4,2,5,1.666666667,6,1.5,7,1.4
Ogopogo,Brobnar,VM,U,Creature,2,,,1,,,1,,,,,1,,0,-1,-1,-2,,4,2,5,1.666666667,6,1.5,6,1.2
Power of Fire,Brobnar,VM,U,Action,3,,1,,,,,,,,,1.5,,-1,-2,-3,-3,,5,2.5,6,2,6,1.5,6,1.2
Relentless Assault,Brobnar,VM,U,Action,4,,,1,,,,,,,,2,,0,0,0,0,,8,4,12,4,16,4,20,4
Screechbomb,Brobnar,VM,U,Artifact,3,,1,,,,,,,,,1.5,,0,0,0,0,,6,3,9,3,12,3,15,3
Smith,Brobnar,VM,U,Action,3,1,,,,,,,,,,1.5,,0,0,0,0,,6,3,9,3,12,3,15,3
Sound the Horns,Brobnar,VM,U,Action,4,1,,,1,,,,,,,2,,0,0,0,0,,8,4,12,4,16,4,20,4
Vow of Blood,Brobnar,VM,U,Action,2,1,,1,,,,,,,,1,,0,0,0,0,,4,2,6,2,8,2,10,2
Vulka,Brobnar,VM,U,Creature,2,,,1,,,1,,,,,1,,1,1,1,1,,5,2.5,8,2.666666667,11,2.75,14,2.8
Alaka,Brobnar,VM,C,Creature,2,,,,,,1,,,,,2,,0,0,0,0,,4,2,6,2,8,2,10,2
Ballcano,Brobnar,VM,C,Action,1,,,1,,,,,,,,1,,-1,-2,-2,-2,,1,0.5,0,0,-1,-0.25,-2,-0.4
Berserker Slam,Brobnar,VM,C,Action,4,1,1,,,,,,,,,4,,0,0,0,0,,8,4,12,4,16,4,20,4
Bingle Bangbang,Brobnar,VM,C,Creature,2,,,1,,,,,,,,2,,0,-1,-1,-1,,4,2,5,1.666666667,6,1.5,7,1.4
Brammo,Brobnar,VM,C,Creature,3,,,1,,,1,,,,,3,,0,0,0,0,,6,3,9,3,12,3,15,3
Brikk Nastee,Brobnar,VM,C,Creature,4,1,,,,,1,,,,,4,,1,2,2,2,,9,4.5,15,5,21,5.25,27,5.4
Cowfyne,Brobnar,VM,C,Creature,2,,,1,,,1,,,,,2,,0,0,0,0,,4,2,6,2,8,2,10,2
Drummernaut,Brobnar,VM,C,Creature,6,,,,,,1,,,,,6,,0,-2,-4,-6,,12,6,16,5.333333333,18,4.5,18,3.6
Foozle,Brobnar,VM,C,Creature,3,,,,,,1,,,,,3,,0,0,0,0,,6,3,9,3,12,3,15,3
Fresh Marks,Brobnar,VM,C,Action,3,1,,,,,,,,,,3,,0,-1,-1,-1,,6,3,8,2.666666667,10,2.5,12,2.4
Ganger Chieftain,Brobnar,VM,C,Creature,4,,,1,,,1,,,,,4,,1,1,1,1,,9,4.5,14,4.666666667,19,4.75,24,4.8
Gron Nine-Toes,Brobnar,VM,C,Creature,2,,,,,,1,,,,,2,,0,-1,-1,-1,,4,2,5,1.666666667,6,1.5,7,1.4
Headhunter,Brobnar,VM,C,Creature,2,,,,,,1,,,,,2,,0,0,0,0,,4,2,6,2,8,2,10,2
Lollop the Titanic,Brobnar,VM,C,Creature,3,,,,,,1,,,,,3,,0,0,0,0,,6,3,9,3,12,3,15,3
Rant and Rive,Brobnar,VM,C,Action,5,1,1,,,,,1,,,,5,,0,-1,-3,-4,,10,5,14,4.666666667,16,4,17,3.4
Rowdy Skald,Brobnar,VM,C,Creature,4,1,,1,,,1,,,,,4,,0,0,0,0,,8,4,12,4,16,4,20,4
,Dis,VM,,,,19,7,19,6,5,19,0,1,2,1,94,,,,,,,,,,,,,,
A Fair Game,Dis,VM,R,Action,2,1,,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Ancient Yurk,Dis,VM,R,Creature,3,,,,1,,1,,,,,0.75,,-1,-2,-2,-2,,5,2.5,6,2,7,1.75,8,1.6
Collar of Subordination,Dis,VM,R,Upgrade,6,,,1,,,,,,,,1.5,,0,0,0,0,,12,6,18,6,24,6,30,6
Creeping Oblivion,Dis,VM,R,Action,2,1,,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Gabos Longarms,Dis,VM,R,Creature,2,,,1,,,1,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Guilty Hearts,Dis,VM,R,Action,2,1,,1,,,,,,,,0.5,,-1,-1,-1,-1,,3,1.5,4,1.333333333,5,1.25,6,1.2
Harvest Time,Dis,VM,R,Action,4,,,1,,,,,,1,,1,,0,0,0,0,,8,4,12,4,16,4,20,4
Lord Invidius,Dis,VM,R,Creature,4,,,1,,1,1,,,,,1,,1,1,1,1,,9,4.5,14,4.666666667,19,4.75,24,4.8
Maleficorn,Dis,VM,R,Creature,4,,,1,,,1,,,,,1,,1,2,2,2,,9,4.5,15,5,21,5.25,27,5.4
Master of X,Dis,VM,R,Creature,2,,,1,,,,,,,,0.5,,-2,-2,-2,-2,,2,1,2,0.6666666667,2,0.5,2,0.4
Noname,Dis,VM,R,Creature,2,,,,,,1,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Ortannu+,Dis,VM,R,Creature,2,1,,1,,,1,,,,,0.5,,1,2,2,2,,5,2.5,9,3,13,3.25,17,3.4
Painmail,Dis,VM,R,Upgrade,4,1,,1,,,,,,,,1,,1,1,1,1,,9,4.5,14,4.666666667,19,4.75,24,4.8
Pitlord,Dis,VM,R,Creature,1,1,,,,,,,,,,0.25,,0,0,0,0,,2,1,3,1,4,1,5,1
Screaming Cave,Dis,VM,R,Artifact,3,,,,,,,,,,,0.75,,-2,-3,-3,-3,,4,2,4,1.333333333,4,1,4,0.8
Shadow of Dis,Dis,VM,R,Action,5,1,,,,1,,,,,,1.25,,0,0,0,0,,10,5,15,5,20,5,25,5
Sinestra,Dis,VM,R,Creature,3,,1,,,,1,,,,,0.75,,0,0,0,0,,6,3,9,3,12,3,15,3
Snaglet,Dis,VM,R,Creature,2,,,,,,,,,,,0.5,,-1,-2,-2,-2,,3,1.5,3,1,3,0.75,3,0.6
The Pale Star,Dis,VM,R,Artifact,2,,,1,,,,,,,,0.5,,0,-2,-2,-2,,4,2,4,1.333333333,4,1,4,0.8
Truebaru,Dis,VM,R,Creature,2,,,,,,1,,,,,0.5,,-2,-2,-2,-2,,2,1,2,0.6666666667,2,0.5,2,0.4
Dexus,Dis,VM,R,Creature,3,,1,,,,1,,,,,0.75,,0,0,0,0,,6,3,9,3.0,12,3,15,3
Double Doom,Dis,VM,U,Action,2,,,1,,,,,,,,1,,0,0,0,0,,4,2,6,2,8,2,10,2
Drumble,Dis,VM,U,Creature,3,,1,,,,,,,,,1.5,,1,0,-1,-1,,7,3.5,10,3.333333333,12,3,14,2.8
Essence Scale,Dis,VM,U,Artifact,4,1,,,,,,,,,,2,,0,0,0,0,,8,4,12,4,16,4,20,4
Gleeful Mayhem,Dis,VM,U,Action,4,1,,1,,,,,,,,2,,0,0,0,0,,8,4,12,4,16,4,20,4
Gongoozle,Dis,VM,U,Action,3,1,,1,,,,,,,,1.5,,0,-1,-1,-1,,6,3,8,2.666666667,10,2.5,12,2.4
Grim Reminder,Dis,VM,U,Action,4,,,,1,,,,,,,2,,-1,-2,-3,-3,,7,3.5,9,3,10,2.5,11,2.2
Library of the Damned,Dis,VM,U,Artifact,4,,,,1,,,,,,,2,,1,1,1,1,,9,4.5,14,4.666666667,19,4.75,24,4.8
Obsidian Forge,Dis,VM,U,Artifact,5,1,,,,,,,,,1,2.5,,0,0,0,0,,10,5,15,5,20,5,25,5
Old Yurk,Dis,VM,U,Creature,4,,,,1,,1,,,,,2,,0,-1,-2,-3,,8,4,11,3.666666667,13,3.25,14,2.8
Poltergeist,Dis,VM,U,Action,5,1,,,,,,,,1,,2.5,,0,-1,-3,-3,,10,5,14,4.666666667,16,4,18,3.6
Snag,Dis,VM,U,Creature,3,,,,,1,1,,,,,1.5,,1,1,1,1,,7,3.5,11,3.666666667,15,3.75,19,3.8
Snudge,Dis,VM,U,Creature,4,,,1,,,1,,,,,2,,1,1,1,1,,9,4.5,14,4.666666667,19,4.75,24,4.8
Soulkeeper,Dis,VM,U,Upgrade,3,1,,1,,,,,,,,1.5,,0,-1,-1,-2,,6,3,8,2.666666667,10,2.5,11,2.2
Spyyyder,Dis,VM,U,Creature,1,,,,,,,,,,,0.5,,-1,-2,-3,-4,,1,0.5,0,0,-2,-0.5,-5,-1
Tentacus,Dis,VM,U,Creature,3,,,,,,1,,,,,1.5,,0,-1,-1,-1,,6,3,8,2.666666667,10,2.5,12,2.4
Three Fates,Dis,VM,U,Action,4,1,,1,,,,,,,,2,,0,0,0,0,,8,4,12,4,16,4,20,4
Bonesaw,Dis,VM,C,Creature,3,1,,,,,1,,,,,3,,0,-1,-1,-1,,6,3,8,2.666666667,10,2.5,12,2.4
Brabble,Dis,VM,C,Creature,3,,1,,,,1,,,,,3,,0,0,-1,-1,,6,3,9,3,11,2.75,13,2.6
Buzzle,Dis,VM,C,Creature,3,1,,1,,,,,,,,3,,0,-1,-1,-1,,6,3,8,2.666666667,10,2.5,12,2.4
Charette,Dis,VM,C,Creature,3,,1,,,,1,,,,,3,,0,0,0,0,,6,3,9,3,12,3,15,3
Dust Imp,Dis,VM,C,Creature,4,1,,,,,,,,,,4,,0,0,0,0,,8,4,12,4,16,4,20,4
Exhume,Dis,VM,C,Action,6,1,,,1,,,,,,,6,,1,0,-1,-2,,13,6.5,19,6.333333333,24,6,28,5.6
Fear,Dis,VM,C,Action,1,,,,,,,,,,,1,,0,0,-1,-2,,2,1,3,1,3,0.75,2,0.4
Gub,Dis,VM,C,Creature,2,,,,,,1,,,,,2,,0,0,-1,-1,,4,2,6,2,7,1.75,8,1.6
Lash of Broken Dreams,Dis,VM,C,Artifact,3,,1,,,,,,,,,3,,0,0,0,0,,6,3,9,3,12,3,15,3
Mark of Dis,Dis,VM,C,Action,6,1,,1,,1,,,,,,6,,1,1,1,1,,13,6.5,20,6.666666667,27,6.75,34,6.8
Snarette,Dis,VM,C,Creature,3,,1,,,,1,,,,,3,,0,0,0,0,,6,3,9,3,12,3,15,3
Tezmal,Dis,VM,C,Creature,3,,,,,1,,,,,,3,,1,1,1,1,,7,3.5,11,3.666666667,15,3.75,19,3.8
The Terror,Dis,VM,C,Creature,3,,,,,,1,,,,,3,,0,-1,-2,-2,,6,3,8,2.666666667,9,2.25,10,2
Tocsin,Dis,VM,C,Creature,2,,,,,,,,,,,2,,0,0,0,0,,4,2,6,2,8,2,10,2
Unlocked Gateway,Dis,VM,C,Action,3,,,1,,,,,1,,,3,,-1,-3,-5,-7,,5,2.5,5,1.666666667,3,0.75,-1,-0.2
Yurk,Dis,VM,C,Creature,3,,,,1,,,,,,,3,,0,0,0,0,,6,3,9,3,12,3,15,3
,Logos,VM,,,,21,9,7,24,3,12,2,0,0,0,96,,,,,,,,,,,,,,
Academy Training,Logos,VM,R,Upgrade,2,1,,,1,,,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Adaptoid,Logos,VM,R,Creature,3,,1,1,1,,1,,,,,0.75,,0,0,0,0,,6,3,9,3,12,3,15,3
Chaos Portal,Logos,VM,R,Artifact,1,,,,,,,,,,,0.25,,0,0,0,0,,2,1,3,1,4,1,5,1
Cyber-Clone,Logos,VM,R,Creature,5,,,1,,,1,,,,,1.25,,1,2,2,2,,11,5.5,18,6,25,6.25,32,6.4
Dysania,Logos,VM,R,Creature,5,1,,,,1,1,,,,,1.25,,0,-3,-3,-3,,10,5,12,4,14,3.5,16,3.2
Entropic Swirl,Logos,VM,R,Action,3,1,,1,,,,,,,,0.75,,0,0,0,0,,6,3,9,3,12,3,15,3
Honors Keysis,Logos,VM,R,Action,2,1,,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Hyde/Velum,Logos,VM,R,Creature,2,,,,1,,1,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Knowledge is Power,Logos,VM,R,Action,3,,,,1,,,,,,,0.75,,1,2,3,3,,7,3.5,12,4,18,4.5,24,4.8
Library Card,Logos,VM,R,Artifact,3,,,,1,,,,,,,0.75,,0,0,0,0,,6,3,9,3,12,3,15,3
Master the Theory,Logos,VM,R,Action,1,1,,,,,,,,,,0.25,,0,0,0,0,,2,1,3,1,4,1,5,1
Psychic Bug,Logos,VM,R,Creature,2,1,,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Replicator,Logos,VM,R,Creature,1,,,,,,,,,,,0.25,,0,0,0,0,,2,1,3,1,4,1,5,1
Reverse Time,Logos,VM,R,Action,3,1,,,,,,,,,,0.75,,1,-2,-2,-2,,7,3.5,8,2.666666667,9,2.25,10,2
Skippy Timehog,Logos,VM,R,Creature,4,,,,,1,,,,,,1,,1,2,2,2,,9,4.5,15,5,21,5.25,27,5.4
Strange Gizmo,Logos,VM,R,Artifact,3,1,,,,,,,,,,0.75,,-2,-3,-3,-3,,4,2,4,1.333333333,4,1,4,0.8
TT+HFFS,Logos,VM,R,Creature,6,1,,,1,,,,,,,1.5,,2,2,2,2,,14,7,22,7.333333333,30,7.5,38,7.6
Universal Keylock,Logos,VM,R,Artifact,2,1,1,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Vespilon Theorist,Logos,VM,R,Creature,2,,,,,,,,,,,0.5,,0,0,0,0,,4,2,6,2,8,2,10,2
Zenzizenzizenzic,Logos,VM,R,Creature,5,,,,1,,1,,,,,1.25,,0,0,0,0,,10,5,15,5,20,5,25,5
Help From Future Self,Logos,VM,R,Action,6,1,,,1,,,,,,,1.50,,1,1,1,1,,13,6.5,20,6.7,27,6.75,34,6.8
Timetraveller,Logos,VM,R,Creature,6,1,,,1,,,,,,,1.50,,1,1,1,1,,13,6.5,20,6.7,27,6.75,34,6.8
Archon's Callback,Logos,VM,U,Action,2,,,,1,,,,,,,1,,-1,-2,-3,-4,,3,1.5,3,1,2,0.5,0,0
Bouncing Deathquark,Logos,VM,U,Action,4,,,1,,,,,,,,2,,0,-1,-3,-3,,8,4,11,3.666666667,12,3,13,2.6
C.AE.N.D.L.E. Unit,Logos,VM,U,Creature,4,,1,,,1,1,,,,,2,,1,2,2,2,,9,4.5,15,5,21,5.25,27,5.4
Causal Loop,Logos,VM,U,Action,2,,,,1,,,,,,,1,,0,-1,-2,-2,,4,2,5,1.666666667,5,1.25,5,1
Chronus,Logos,VM,U,Creature,4,,,,,,,,,,,2,,1,2,3,3,,9,4.5,15,5,22,5.5,29,5.8
Code Monkey,Logos,VM,U,Creature,4,1,,,1,,,,,,,2,,1,0,-2,-2,,9,4.5,13,4.333333333,15,3.75,17,3.4
Eureka!,Logos,VM,U,Action,4,1,,,1,,,,,,,2,,0,-2,-4,-4,,8,4,10,3.333333333,10,2.5,10,2
Groupthink Tank,Logos,VM,U,Creature,3,,,1,,,1,,,,,1.5,,0,0,0,0,,6,3,9,3,12,3,15,3
Interdimensional Graft,Logos,VM,U,Action,5,1,,,,,,1,,,,2.5,,0,-1,-2,-2,,10,5,14,4.666666667,17,4.25,20,4
Memory Chip,Logos,VM,U,Artifact,4,,,,1,,,,,,,2,,1,1,1,1,,9,4.5,14,4.666666667,19,4.75,24,4.8
